id,conversation_id,role,content,tokens,created_at
1d9f3527-c596-489a-b7ea-f4f7c8877dc8,4fd52205-e80c-47d2-a57e-2335e1190a38,user,"{""id"": ""Kh3CPZRgpkqkdT47"", ""role"": ""user"", ""parts"": [{""text"": ""Giấy phép tần số 121.5 phú bài là bao nhiêu"", ""type"": ""text""}]}",,2026-07-15 09:37:36.120421+00
