id,du_an_id,ten,mo_ta,thu_tu,ngay_bat_dau,ngay_ket_thuc_du_kien,trang_thai,tien_do,created_by,created_at,updated_at
75a4ef08-6fc2-4250-abef-fb090e3865a3,3814d66f-5c11-48f5-a396-feed48f22ab2,Giai đoạn 1,Trình hồ sơ để Hội đồng KHCN Tổng công ty thẩm định,0,2026-03-05,2026-03-15,chua_bat_dau,56,8a45a82a-3774-4a22-b93c-1c9a2ab9c9dc,2026-08-16 14:42:02.339864+00,2026-08-31 12:46:20.382217+00
