id,du_an_id,user_id,vai_tro,created_at,updated_at
568e3499-f97b-4e61-b33e-7daa3e74eb36,3814d66f-5c11-48f5-a396-feed48f22ab2,8a45a82a-3774-4a22-b93c-1c9a2ab9c9dc,chu_tri,2026-08-31 11:52:08.766895+00,2026-08-31 11:52:08.766895+00
