id,user_id,to_chuc_id,don_vi_id,created_at,created_by,note
83b75548-0391-42b2-ba85-ee3c870653ee,3e4602f3-a947-4fe0-81c3-bf16bf3a5da7,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
668301d5-d51e-48c8-a165-2a06f3931d4b,7fd569de-c6c5-4040-8758-9c88767bcaec,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
94f1f9bd-f120-4446-9768-ad1b44a558aa,0616ece8-b1ee-44b2-b0fb-ec540fccd116,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
01b7f295-9e5f-4ff4-afa1-0e2c3f150328,89dc7793-8373-47db-94c0-89d721efd107,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
4a1da51b-a390-4de9-baa0-571d36f3ed81,12cc55be-8921-48a8-8d9e-e23679392d4a,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
c45fc2b9-366b-48ee-8588-3fdb8f70b4f8,9c6365a2-8fbd-41da-9b11-b065bf49378a,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
7f31c95e-84f2-4e3d-9fd6-9d01a429d158,f92efa92-d4f7-4a5e-b0f1-48cfdef935d4,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
39231ca7-9ad5-4f86-9afd-293fb336c669,e5bdd96e-7b1e-4848-80e0-3ed50943662f,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
d6dab3b0-39be-4ff5-8028-bc7547968a07,201c530d-d2f1-4683-a888-5e42b77a95c6,,,2026-07-14 08:18:51.879439+00,,auto-seed backward compat
