id,enabled,endpoint,account_id,bucket_name,key_prefix,public_base_url,access_key_id,secret_access_key,updated_by,created_at,updated_at
1,f,,,,,,,,,2026-07-29 06:51:02.778024+00,2026-07-29 06:51:02.778024+00
