id,vi_tri_ma,don_vi,loai,ten_tep,duong_dan,mo_ta,kich_thuoc,content_type,created_by,created_at,vi_do,kinh_do,do_chinh_xac,chup_luc
b95f57c3-ae91-406e-9218-e100cbb69544,VT-0003,BDKT,anh,image.jpg,VT-0003/1783741021889_image.jpg,,2373871,image/jpeg,201c530d-d2f1-4683-a888-5e42b77a95c6,2026-07-11 03:37:03.219898+00,16.0606843068823,108.16057532906,9.2233429952127,2026-07-11 03:37:01.821+00
