id,he_thong_nguon_id,he_thong_dich_id,loai_lien_ket_id,lop,huong,giao_dien_nguon,giao_dien_dich,giao_thuc,mo_ta_tin_hieu,vai_tro_du_phong,trang_thai,hieu_luc_tu,hieu_luc_den,don_vi_id_snapshot,ghi_chu,created_by,created_at,updated_at
afc3b2a1-8990-4fb5-95a6-923b5958c521,fbad1875-5a3c-41cd-b5dd-81c5962c702b,6d01c5d0-9b28-4122-bab7-184cce08bbb6,a3ba66e1-0794-40b9-80fd-7d03e2964d45,logic,hai_chieu,,,,Tuyến dự phòng cho kết nối VHF-VCCS,du_phong,hoat_dong,2026-07-14,,,,,2026-07-14 05:55:33.297689+00,2026-07-14 05:55:33.297689+00
1332b1ef-53dd-4696-af39-289d5318a530,316b11eb-0b5f-496c-ab31-ffe24eb06049,6d01c5d0-9b28-4122-bab7-184cce08bbb6,4c0f8e23-a2ad-4537-86ff-3603be6826db,logic,mot_chieu,,,NTP,Đồng bộ thời gian chuẩn cho VCCS,,hoat_dong,2026-07-14,,,,,2026-07-14 05:55:33.297689+00,2026-07-14 05:55:33.297689+00
5e33d1f5-62bf-434a-a3e9-d1ed63ac1a9b,6d01c5d0-9b28-4122-bab7-184cce08bbb6,8b1b85e4-de60-436d-bb4a-052a4ca1d056,4c0f8e23-a2ad-4537-86ff-3603be6826db,logic,mot_chieu,,,,VCCS cấp luồng thoại cho hệ thống ghi âm,,hoat_dong,2026-07-14,,,,,2026-07-14 05:55:33.297689+00,2026-07-14 05:55:33.297689+00
616d1117-d167-4661-a5bf-2bdf80fe0dc1,fbad1875-5a3c-41cd-b5dd-81c5962c702b,6d01c5d0-9b28-4122-bab7-184cce08bbb6,b813a2f3-c6e7-43dd-b21e-cee8bf9f9b68,vat_ly,mot_chieu,E1/IP,E1/IP,E1/IP,,,hoat_dong,,,,,,2026-07-14 04:22:26.507252+00,2026-07-14 05:55:33.297689+00
a5956e60-a2ae-4063-8217-8c2a42f23f06,fbad1875-5a3c-41cd-b5dd-81c5962c702b,6d01c5d0-9b28-4122-bab7-184cce08bbb6,3fbe85a2-5c9f-4747-b954-ca77ca94d9e4,logic,hai_chieu,,,VoIP/E1,Kết nối thoại VHF vào VCCS,chinh,hoat_dong,,,,,,2026-07-14 04:22:26.507252+00,2026-07-14 05:55:33.297689+00
