id,created_by,file_name,file_hash,file_size,schema_version,source,scope,status,summary,created_at,updated_at,applied_at,rolled_back_at
283c2f7f-b6f8-471d-860d-5fc6341b3f6c,201c530d-d2f1-4683-a888-5e42b77a95c6,MIRATS_hethong_thietbi_du-lieu.xlsx,066cfeb30993c5a708fe39cd57fa0c5a1b62d71f0626b1567f4944f440a4e51a,115662,,allinone,,staged,"{""total"": 442, ""layers"": 9}",2026-07-13 03:46:33.127851+00,2026-07-13 03:46:33.127851+00,,
b1cb488f-49d0-4d6b-b163-670f2bf1cb01,201c530d-d2f1-4683-a888-5e42b77a95c6,MIRATS_hethong_thietbi_du-lieu (3).xlsx,e757c383616f77b5838ec3f69e57656a740c4806e5c12dec8b1ca45e327171bc,255549,,allinone,,staged,"{""total"": 1364, ""layers"": 9}",2026-07-15 15:25:48.139952+00,2026-07-15 15:25:48.139952+00,,
