role,module,action,allowed,updated_at,updated_by
ktv,kho,view,f,2026-07-14 08:18:51.879439+00,
readonly,kho,view,t,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,view,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,view,t,2026-07-14 08:18:51.879439+00,
admin,kho,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,create,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,create,t,2026-07-14 08:18:51.879439+00,
ktv,kho,create,f,2026-07-14 08:18:51.879439+00,
readonly,kho,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,create,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,create,t,2026-07-14 08:18:51.879439+00,
admin,kho,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,edit,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,edit,t,2026-07-14 08:18:51.879439+00,
ktv,kho,edit,f,2026-07-14 08:18:51.879439+00,
readonly,kho,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,edit,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,edit,t,2026-07-14 08:18:51.879439+00,
admin,kho,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,delete,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,delete,f,2026-07-14 08:18:51.879439+00,
ktv,kho,delete,f,2026-07-14 08:18:51.879439+00,
readonly,kho,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,delete,f,2026-07-14 08:18:51.879439+00,
admin,kho,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,approve,t,2026-07-14 08:18:51.879439+00,
ktv,kho,approve,f,2026-07-14 08:18:51.879439+00,
readonly,kho,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,approve,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,approve,f,2026-07-14 08:18:51.879439+00,
admin,kho,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,export,t,2026-07-14 08:18:51.879439+00,
ktv,kho,export,f,2026-07-14 08:18:51.879439+00,
readonly,kho,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,export,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,export,t,2026-07-14 08:18:51.879439+00,
admin,kho,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,kho,import,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,kho,import,f,2026-07-14 08:18:51.879439+00,
ktv,kho,import,f,2026-07-14 08:18:51.879439+00,
readonly,kho,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,kho,import,f,2026-07-14 08:18:51.879439+00,
to_truong,kho,import,f,2026-07-14 08:18:51.879439+00,
admin,form_template,view,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,view,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,view,t,2026-07-14 08:18:51.879439+00,
ktv,form_template,view,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,view,t,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,view,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,view,f,2026-07-14 08:18:51.879439+00,
admin,form_template,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,create,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,create,t,2026-07-14 08:18:51.879439+00,
ktv,form_template,create,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,create,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,create,f,2026-07-14 08:18:51.879439+00,
admin,form_template,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,edit,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,edit,t,2026-07-14 08:18:51.879439+00,
ktv,form_template,edit,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,edit,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,edit,f,2026-07-14 08:18:51.879439+00,
admin,form_template,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,delete,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,delete,f,2026-07-14 08:18:51.879439+00,
ktv,form_template,delete,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,delete,f,2026-07-14 08:18:51.879439+00,
admin,form_template,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,approve,t,2026-07-14 08:18:51.879439+00,
ktv,form_template,approve,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,approve,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,approve,f,2026-07-14 08:18:51.879439+00,
admin,form_template,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,export,t,2026-07-14 08:18:51.879439+00,
ktv,form_template,export,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,export,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,export,f,2026-07-14 08:18:51.879439+00,
admin,form_template,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,form_template,import,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,form_template,import,f,2026-07-14 08:18:51.879439+00,
ktv,form_template,import,f,2026-07-14 08:18:51.879439+00,
readonly,form_template,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,form_template,import,f,2026-07-14 08:18:51.879439+00,
to_truong,form_template,import,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,view,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,view,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,view,t,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,view,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,view,t,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,view,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,view,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,create,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,create,t,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,create,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,create,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,create,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,edit,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,edit,t,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,edit,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,edit,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,edit,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,delete,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,delete,f,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,delete,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,delete,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,approve,t,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,approve,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,approve,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,approve,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,export,t,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,export,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,export,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,export,f,2026-07-14 08:18:51.879439+00,
admin,danh_muc,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,danh_muc,import,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,danh_muc,import,f,2026-07-14 08:18:51.879439+00,
ktv,danh_muc,import,f,2026-07-14 08:18:51.879439+00,
readonly,danh_muc,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,danh_muc,import,f,2026-07-14 08:18:51.879439+00,
to_truong,danh_muc,import,f,2026-07-14 08:18:51.879439+00,
admin,admin,view,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,view,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,view,f,2026-07-14 08:18:51.879439+00,
ktv,admin,view,f,2026-07-14 08:18:51.879439+00,
readonly,admin,view,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,view,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,view,f,2026-07-14 08:18:51.879439+00,
admin,admin,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,create,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,create,f,2026-07-14 08:18:51.879439+00,
ktv,admin,create,f,2026-07-14 08:18:51.879439+00,
readonly,admin,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,create,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,create,f,2026-07-14 08:18:51.879439+00,
admin,admin,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,edit,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,edit,f,2026-07-14 08:18:51.879439+00,
ktv,admin,edit,f,2026-07-14 08:18:51.879439+00,
readonly,admin,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,edit,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,edit,f,2026-07-14 08:18:51.879439+00,
admin,admin,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,delete,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,delete,f,2026-07-14 08:18:51.879439+00,
ktv,admin,delete,f,2026-07-14 08:18:51.879439+00,
readonly,admin,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,delete,f,2026-07-14 08:18:51.879439+00,
admin,admin,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,approve,f,2026-07-14 08:18:51.879439+00,
ktv,admin,approve,f,2026-07-14 08:18:51.879439+00,
readonly,admin,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,approve,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,approve,f,2026-07-14 08:18:51.879439+00,
admin,admin,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,export,f,2026-07-14 08:18:51.879439+00,
ktv,admin,export,f,2026-07-14 08:18:51.879439+00,
readonly,admin,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,export,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,export,f,2026-07-14 08:18:51.879439+00,
admin,admin,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,admin,import,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,admin,import,f,2026-07-14 08:18:51.879439+00,
ktv,admin,import,f,2026-07-14 08:18:51.879439+00,
readonly,admin,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,admin,import,f,2026-07-14 08:18:51.879439+00,
to_truong,admin,import,f,2026-07-14 08:18:51.879439+00,
admin,audit,view,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,view,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,view,f,2026-07-14 08:18:51.879439+00,
ktv,audit,view,f,2026-07-14 08:18:51.879439+00,
readonly,audit,view,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,view,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,view,f,2026-07-14 08:18:51.879439+00,
admin,audit,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,create,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,create,f,2026-07-14 08:18:51.879439+00,
ktv,audit,create,f,2026-07-14 08:18:51.879439+00,
readonly,audit,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,create,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,create,f,2026-07-14 08:18:51.879439+00,
admin,audit,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,edit,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,edit,f,2026-07-14 08:18:51.879439+00,
ktv,audit,edit,f,2026-07-14 08:18:51.879439+00,
readonly,audit,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,edit,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,edit,f,2026-07-14 08:18:51.879439+00,
admin,audit,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,delete,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,delete,f,2026-07-14 08:18:51.879439+00,
ktv,audit,delete,f,2026-07-14 08:18:51.879439+00,
readonly,audit,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,delete,f,2026-07-14 08:18:51.879439+00,
admin,audit,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,approve,f,2026-07-14 08:18:51.879439+00,
ktv,audit,approve,f,2026-07-14 08:18:51.879439+00,
readonly,audit,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,approve,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,approve,f,2026-07-14 08:18:51.879439+00,
admin,audit,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,export,f,2026-07-14 08:18:51.879439+00,
ktv,audit,export,f,2026-07-14 08:18:51.879439+00,
readonly,audit,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,export,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,export,f,2026-07-14 08:18:51.879439+00,
admin,audit,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,audit,import,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,audit,import,f,2026-07-14 08:18:51.879439+00,
ktv,audit,import,f,2026-07-14 08:18:51.879439+00,
readonly,audit,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,audit,import,f,2026-07-14 08:18:51.879439+00,
to_truong,audit,import,f,2026-07-14 08:18:51.879439+00,
admin,ai,view,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,view,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,view,t,2026-07-14 08:18:51.879439+00,
ktv,ai,view,t,2026-07-14 08:18:51.879439+00,
readonly,ai,view,t,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,view,t,2026-07-14 08:18:51.879439+00,
to_truong,ai,view,t,2026-07-14 08:18:51.879439+00,
admin,ai,create,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,create,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,create,t,2026-07-14 08:18:51.879439+00,
ktv,ai,create,t,2026-07-14 08:18:51.879439+00,
readonly,ai,create,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,create,t,2026-07-14 08:18:51.879439+00,
to_truong,ai,create,t,2026-07-14 08:18:51.879439+00,
admin,ai,edit,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,edit,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,edit,t,2026-07-14 08:18:51.879439+00,
ktv,ai,edit,t,2026-07-14 08:18:51.879439+00,
readonly,ai,edit,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,edit,t,2026-07-14 08:18:51.879439+00,
to_truong,ai,edit,t,2026-07-14 08:18:51.879439+00,
admin,ai,delete,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,delete,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,delete,f,2026-07-14 08:18:51.879439+00,
ktv,ai,delete,f,2026-07-14 08:18:51.879439+00,
readonly,ai,delete,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,delete,f,2026-07-14 08:18:51.879439+00,
to_truong,ai,delete,f,2026-07-14 08:18:51.879439+00,
admin,ai,approve,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,approve,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,approve,t,2026-07-14 08:18:51.879439+00,
ktv,ai,approve,f,2026-07-14 08:18:51.879439+00,
readonly,ai,approve,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,approve,t,2026-07-14 08:18:51.879439+00,
to_truong,ai,approve,f,2026-07-14 08:18:51.879439+00,
admin,ai,export,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,export,t,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,export,t,2026-07-14 08:18:51.879439+00,
ktv,ai,export,f,2026-07-14 08:18:51.879439+00,
readonly,ai,export,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,export,t,2026-07-14 08:18:51.879439+00,
to_truong,ai,export,t,2026-07-14 08:18:51.879439+00,
admin,ai,import,t,2026-07-14 08:18:51.879439+00,
phong_kt,ai,import,f,2026-07-14 08:18:51.879439+00,
phu_trach_dv,ai,import,f,2026-07-14 08:18:51.879439+00,
ktv,ai,import,f,2026-07-14 08:18:51.879439+00,
readonly,ai,import,f,2026-07-14 08:18:51.879439+00,
quan_ly_du_an,ai,import,f,2026-07-14 08:18:51.879439+00,
to_truong,ai,import,f,2026-07-14 08:18:51.879439+00,
admin,he_thong,force_delete,t,2026-07-14 11:11:39.202055+00,
