id,scope,don_vi_id,loai,nguong,email_enabled,in_app_enabled,updated_by,created_at,updated_at
0fc7fa4d-aff9-4657-8e09-8c7900c2b706,global,,,"{30,15,7}",f,t,,2026-07-23 07:52:52.923781+00,2026-07-23 07:52:52.923781+00
