id,don_vi_id,ten,mo_ta,du_lieu,created_by,created_at,updated_at,don_vi_ma,he_thong_ma,he_thong_ten
a1310d7c-a87c-4cda-8562-a01baaeda021,,TEST,,"{""edges"": [], ""nodes"": [{""id"": ""n1783657675370_10"", ""data"": {""img"": null, ""ref"": null, ""kind"": ""sticky"", ""color"": ""#fde68a"", ""label"": ""Ghi chú""}, ""type"": ""element"", ""position"": {""x"": 345.7041082041989, ""y"": 566.9958886366298}}, {""id"": ""n1783657677254_11"", ""data"": {""img"": null, ""ref"": null, ""kind"": ""sticky"", ""color"": ""#fde68a"", ""label"": ""Ghi chú""}, ""type"": ""element"", ""position"": {""x"": 637.3244456741231, ""y"": 567.1808210090055}}, {""id"": ""n1783657678678_12"", ""data"": {""img"": null, ""ref"": null, ""kind"": ""sticky"", ""color"": ""#fde68a"", ""label"": ""Ghi chú""}, ""type"": ""element"", ""position"": {""x"": 140, ""y"": 566}}]}",201c530d-d2f1-4683-a888-5e42b77a95c6,2026-07-10 04:04:07.000998+00,2026-07-10 08:45:47.570907+00,CLA,HT-0023,Hệ thống Camera
